Nome,Telefone,Endereço,Convênio,CPF,Nascimento
Luiz Gustavo Pereira,(021) 2366 9649,"Alameda da Costa, 3
Vila Santa Rosa
88377-714 Cardoso Grande / PB",Plano CCC,960.652.514-47,10/30/1999
Luiz Felipe Melo,+55 (011) 2479 6621,"Rua Lima
Vila Santo Antônio Barroquinha
59756-446 da Rocha / RJ",Plano CCC,153.179.626-51,06/03/1999
Mirella Moura,31 3499 1596,"Trecho Rocha, 78
Bacurau
77022-686 Silva / PA",Plano AAA,841.859.958-59,11/15/2016
Enzo Gabriel Silva,+55 (071) 9625-7030,"Trecho Lucas Gabriel das Neves, 3
Vila Antena
41133279 Barbosa / SP",Plano CCC,981.581.707-72,02/16/2020
Sarah Carvalho,(011) 7095 1007,"Feira Maitê Duarte, 40
Maria Goretti
34823-269 Barbosa do Norte / RN",Plano AAA,287.936.662-48,09-05-2011
Gabriel Gonçalves,61 1487-0086,"Trecho de Costa, 42
Conjunto São Francisco De Assis
45582760 Caldeira de Pinto / DF",Plano CCC,731.609.579-54,09/22/2011
Sophie Ramos,+55 (051) 2908 5697,"Estrada de da Cunha
Vila Da Luz
70208-429 Freitas / TO",Plano CCC,282.766.140-88,12/21/2013
Luiz Gustavo Peixoto,(021) 9516 4493,"Residencial Alves
Barreiro
71339-792 Correia de Campos / RO",Plano DDD,158.720.519-41,09/05/1993
João Felipe Castro,+55 (031) 3563-0568,"Vereda Cunha, 721
Lindéia
67008-878 Farias de Viana / AP",Plano DDD,652.410.240-75,08/18/1992
João Lucas Nunes,41 2821-7112,"Colônia de Viana, 9
Jardim Leblon
73939196 Moraes / PA",Plano BBB,888.577.634-29,09/19/2000
Dra. Emanuella Martins,+55 (084) 4032-6219,"Praça Nascimento, 66
Monte Azul
71812-442 Silveira / AC",Plano AAA,372.991.200-40,01/02/2011
Sra. Maysa Cunha,+55 61 2735 5621,"Estrada de da Cruz, 276
Carlos Prates
20533425 Pires do Oeste / CE",Plano CCC,955.523.843-50,11/16/2002
Olivia Cardoso,+55 84 0107-4535,"Conjunto Aragão
Concórdia
19791261 Nunes / RS",Plano EEE,,07/22/1995
Sr. Davi Luiz Cavalcanti,+55 (081) 9442-5379,"Jardim de Oliveira, 78
Bairro Das Indústrias Ii
05224687 Carvalho / RS",Plano DDD,771.203.306-83,05/28/2003
João Gabriel Araújo,+55 81 8891-2843,"Loteamento Ana Sophia Melo, 31
Braúnas
12407-937 Ferreira / RR",Plano EEE,501.155.674-48,10/12/1993
Sr. Matheus Silveira,+55 81 0080 0753,"Ladeira de Rocha, 6
Vila Nova Gameleira 2ª Seção
96885486 Costa / AC",Plano BBB,629.692.982-86,09/14/2010
Luiz Miguel Jesus,+55 61 2931 4284,"Vila Luiz Fernando Sales, 31
Alpes
12207-987 Castro Verde / AC",Plano AAA,265.985.532-95,12/23/2010
Sr. Paulo Moraes,71 0778 4529,"Morro Teixeira, 455
Palmeiras
12067-006 Mendes / PA",Plano AAA,392.887.134-55,09-03-2008
Isabelly da Cruz,(084) 2000 8989,"Parque Sales, 7
Pilar
49393-539 Lopes do Galho / DF",Plano CCC,562.125.927-94,07/24/2016
Pedro Miguel Almeida,41 4928 7146,"Conjunto Nathan Vieira, 2
Nova Floresta
82188967 Caldeira de Fogaça / MA",Plano DDD,889.548.923-22,11/22/2007
Gustavo Lima,+55 71 1813-7198,"Colônia João Fogaça
Tupi A
03982-271 Barbosa de Porto / RR",,604.843.839-12,02/24/1998
Eduardo Fogaça,81 9462 1960,"Rua da Cruz
Lagoa
49851638 Santos / RS",Plano CCC,733.430.951-68,08/21/2002
Bruno da Costa,+55 (011) 5927 3444,"Estrada Souza, 8
Novo Aarão Reis
49933104 Caldeira / RJ",Particular,845.367.429-43,01-05-2020
Sr. Marcos Vinicius Farias,61 2660-5933,"Recanto Dias, 27
Vila Suzana Segunda Seção
11171-751 Monteiro / PA",Particular,474.427.107-66,02/15/2011
Enzo Rocha,+55 51 346 5294,"Pátio Pedro Lucas Nogueira, 291
Canaa
09435169 Monteiro de Pires / RS",Plano AAA,245.688.590-25,03/28/2020
Maria Luiza Pereira,+55 41 0800 6965,"Praia Mendes, 44
Santa Inês
08976-877 Nogueira / MG",Plano EEE,788.951.134-15,02/18/2019
Dr. Cauê Gonçalves,(011) 7757-5555,"Favela Vicente Costa, 87
Vila Ouro Minas
07597415 Lopes / RR",Plano CCC,517.179.367-85,06/02/2015
Paulo Silva,(031) 3493 3224,"Residencial de da Rosa, 11
Nova Esperança
52145026 Moura da Praia / GO",Plano EEE,402.588.772-12,05/19/1994
Cecília Martins,+55 (021) 3466 4297,"Pátio Carolina Dias, 52
Conjunto Califórnia I
47838489 Barros / PE",Plano BBB,957.880.683-52,11/15/2016
Nathan Cavalcanti,61 2345 0041,"Fazenda de Monteiro, 34
Madri
90266389 Ferreira de Barros / MS",Plano CCC,639.459.941-82,01/10/1997
Bianca Pires,71 0370-2656,"Vereda Otávio Cavalcanti, 3
Pousada Santo Antonio
75726878 da Conceição / SP",Plano AAA,852.891.717-87,12/19/1996
Benício da Rosa,(071) 2477 6079,"Condomínio de da Costa, 552
São Francisco Das Chagas
10854485 Novaes da Mata / GO",Plano BBB,158.413.739-71,12/09/2012
Luiz Miguel da Costa,+55 (081) 8121-0487,"Estação de Barros, 37
Barroca
34398680 Moraes / PB",Plano DDD,995.717.381-65,08/01/2008
Maria Cecília da Conceição,+55 41 8850-9772,"Loteamento Silva
Dom Silverio
41145649 Lima da Prata / RN",Plano BBB,436-300-969-52,07/21/1990
Sr. Gustavo Henrique Rodrigues,71 1583-0542,"Morro da Rosa, 27
Vila Oeste
40206248 Peixoto do Campo / SC",Plano BBB,596.378.535-72,05/07/2017
Rodrigo Mendes,+55 51 524 5428,"Condomínio Pietro Pereira, 6
Jaraguá
15195411 Vieira / BA",Plano BBB,726.128.284-23,06/23/2013
Isadora Porto,+55 (021) 1163 0980,"Fazenda de Oliveira, 16
João Paulo Ii
51795-145 Almeida / PI",Plano DDD,292.474.352-42,06/17/1994
João Pedro Lopes,(011) 8299-1829,"Vereda de da Costa, 9
Palmares
60921-579 Cardoso de Goiás / PE",Plano CCC,233.378.755-95,05/25/2013
Heitor Moreira,(084) 0716-1159,"Passarela Nicole Fernandes
Pompéia
52104-439 Campos de Monteiro / CE",Plano CCC,826.271.428-51,04/13/2010
Srta. Milena Fogaça,41 4465-6606,"Estrada da Mota
Unidas
75428-917 Azevedo / CE",Plano DDD,986.944.698-44,05/20/1997
Marcos Vinicius Rodrigues,+55 81 8638-6431,"Sítio Monteiro, 46
Beira Linha
29632916 Moura / RR",Plano EEE,582.754.776-53,08/27/2008
Luna Cunha,+55 (041) 9759-3137,"Travessa Castro, 71
Vila Piratininga
02501-528 Fernandes do Amparo / BA",Plano CCC,248.796.146-31,10/31/1998
Mariane Cunha,+55 51 136 1460,"Campo de Cunha
Esplanada
21019835 Martins / SP",Plano BBB,855-990-512-10,01/15/2001
Elisa Souza,+55 84 5583-0677,"Quadra da Rocha, 6
Lorena
15612-125 da Conceição / PI",Plano EEE,664.670.598-95,03/31/2009
Dra. Manuela Cunha,+55 51 306 8804,"Morro Caroline Gonçalves, 9
Candelaria
05394152 da Cruz do Sul / CE",Plano DDD,402.589.948-78,02/13/1998
Alícia Nogueira,(041) 0009 0527,"Setor Silva, 218
Marieta 3ª Seção
32231123 da Mata / DF",Plano DDD,455.969.987-61,06/01/1997
Lavínia Barros,61 3626 4767,"Aeroporto Rodrigues, 46
Mangabeiras
59750541 Araújo / AM",Plano CCC,146.666.532-54,01/25/2014
Dra. Ana Sophia Novaes,81 9834 2289,"Feira Nunes, 12
Vila Petropolis
78991274 Moura da Praia / GO",Plano AAA,556.872.439-91,07/01/2013
Enzo Ferreira,41 9713-0412,"Condomínio de Azevedo, 29
Nova Floresta
86270191 Pires Paulista / RO",Plano EEE,961.561.611-58,05/04/1991
Lucas Gabriel Barros,+55 81 9231-2937,"Loteamento Raul Araújo, 9
Conjunto Providencia
37892-299 Jesus / RJ",Plano AAA,337.242.994-32,03/14/1994
Maria Vitória Viana,(081) 2363 1142,"Viela Nathan Araújo, 3
Mirante
07552-293 Caldeira / SC",Particular,172.993.432-89,07/10/2013
Enrico Nunes,41 5370 4631,"Distrito Rafaela Castro, 827
Sagrada Família
65934751 Gomes / BA",Plano AAA,441.694.174-87,09/07/2019
Catarina Teixeira,+55 (021) 7318 2430,"Estrada Eloah Mendes, 891
Vila São Gabriel
35389-512 Fogaça / GO",Plano DDD,947.496.119-56,05/31/2019
Melissa Moreira,+55 21 7580 9735,"Praça Novaes, 2
Vila Maria
43242-195 Rezende das Pedras / PI",Plano EEE,813.964.241-47,11/29/2019
Agatha Moreira,+55 (061) 9841-4046,"Esplanada Joaquim Alves, 79
Pongelupe
12882-884 Fogaça do Sul / MS",Plano EEE,507.527.357-15,08/27/2008
Maria Clara Cardoso,51 146 4121,"Praia de Silva, 39
Solar Do Barreiro
00760-640 Cunha do Amparo / RR",Plano BBB,734.746.245-21,03/27/2018
Sra. Maria Fernanda Duarte,(031) 0768 6464,"Vale Teixeira, 97
Vila Esplanada
98229-906 Barbosa da Mata / BA",Plano BBB,340.550.861-35,02/20/2006
Joana Teixeira,(081) 0088 6244,"Quadra Carlos Eduardo Freitas, 24
Nova Gameleira
94131-609 Freitas dos Dourados / RR",Plano CCC,763.581.195-20,05/21/2001
Dra. Lívia Caldeira,21 9676 9822,"Rodovia Pedro Henrique Novaes, 89
Aeroporto
48907643 Nunes da Serra / RJ",Plano BBB,733.638.762-72,07/08/2014
Pedro Azevedo,+55 61 3550 6797,"Morro de Cunha
Conjunto Jardim Filadélfia
61483281 Fernandes / PI",Plano AAA,723.241.539-65,08/04/2005
Amanda Silva,(021) 6855 7757,"Jardim Davi Luiz Moura
Tupi B
62152093 Barros / DF",Plano DDD,240.434.116-88,11/29/2007
Dra. Bárbara Carvalho,84 3922 7524,,Particular,604.494.381-32,01/27/2012
Danilo Souza,11 1560 5285,"Trevo Thomas Souza, 25
Vila Minaslandia
72733-311 Almeida / ES",Plano DDD,846.486.965-24,11/07/1998
Gabriela Lopes,+55 (081) 7323 3724,"Lagoa de Rodrigues, 6
Jatobá
35036155 Ferreira Alegre / MA",Plano CCC,288.679.647-55,05/13/2005
Dra. Vitória Almeida,(081) 2033-7800,"Sítio João Guilherme Cardoso, 1
Horto
67804-890 Castro / RR",Plano AAA,529.225.650-45,11/13/1993
Giovanna Pires,(071) 1063 7401,"Travessa Duarte
Vila Tirol
02547756 Rodrigues de Teixeira / PA",Particular,193.793.610-53,08/18/1995
Giovanna Aragão,+55 (031) 6382-8550,"Travessa da Luz, 61
Embaúbas
30737762 Viana de Cardoso / PB",Plano EEE,767.567.303-67,10/27/2019
Ian Almeida,(051) 0608 4184,"Viela Nicole Fogaça, 85
Vila Nova Cachoeirinha 3ª Seção
25718212 Moraes / TO",Plano AAA,731.695.387-34,06/30/2017
Srta. Ana Lívia Araújo,,"Pátio de Azevedo, 988
Maria Tereza
78664-417 Correia / PR",Plano BBB,970.176.857-52,09/01/2008
Ana Julia Souza,(081) 1987-1320,"Lago Luiz Gustavo Ramos, 77
Betânia
28823-329 da Mota / RO",Plano EEE,667.178.427-10,08/01/2008
Lucca Sales,+55 84 1410 0167,"Fazenda de Melo, 19
Tres Marias
80258887 Barbosa dos Dourados / MG",Particular,723.226.683-31,09/29/2014
Maria Fernanda Nascimento,41 0731-3872,"Estação de Barbosa
Vila Nova Paraíso
64395-886 Alves / SE",Plano EEE,587.375.619-38,02/06/2020
Stephany Almeida,+55 61 2274-4415,"Esplanada de Monteiro
Leticia
66188102 da Cruz de Caldeira / RS",Plano EEE,617.270.344-46,06/10/2020
Marcos Vinicius Campos,(071) 0728 1802,"Recanto de Almeida, 3
Serra Verde
14215860 Sales / MS",Plano CCC,740.747.527-84,02/04/2004
Ana Julia da Costa,+55 51 150 8615,"Condomínio Cunha
Ademar Maldonado
43623-135 Ferreira das Flores / PE",Particular,147.835.788-12,12/30/1998
Srta. Alexia da Cruz,+55 31 4476 6125,"Trecho de Rocha, 3
Vila Trinta E Um De Março
76862-579 Dias de Dias / AL",Plano EEE,761.419.246-82,07/15/1991
Gabriela Monteiro,+55 41 0572-6794,"Residencial Rocha, 4
Colégio Batista
52370354 Carvalho / CE",Plano AAA,766.745.940-56,06/16/2016
Fernanda Nascimento,84 2495 6255,"Viela Melo
Ouro Minas
82902-977 Peixoto do Campo / DF",Plano BBB,521.477.297-16,07/27/2003
Lavínia Azevedo,71 1631 2105,"Alameda Martins, 55
Vila Inestan
53007-091 Aragão / BA",Particular,563.119.159-24,11/07/2012
João Vitor Monteiro,+55 51 582 5065,"Vila Maria Peixoto
Mala E Cuia
83407526 Nunes da Praia / MS",Particular,310.321.376-76,12/05/2004
Dr. Carlos Eduardo Teixeira,+55 61 6651 0327,"Residencial Gomes, 84
Universo
25804-413 Caldeira / ES",Particular,427.939.700-62,10/16/2008
Catarina Viana,(061) 4387-8581,"Jardim Barbosa, 494
Nossa Senhora Da Conceição
43893637 Fernandes Paulista / TO",Particular,488.683.659-65,12/10/2003
Vicente Alves,(084) 6214 5398,"Largo de da Mota, 273
Conjunto Califórnia I
22537-215 Rodrigues / ES",Plano AAA,503.330.767-61,04/28/1993
Larissa Caldeira,+55 11 5609-0308,"Vale Ana Carolina Barros
Ernesto Nascimento
64893-970 Novaes de da Paz / PE",Plano CCC,949.110.365-70,02-04-2012
Isis Moraes,31 3150-7295,"Rua de Novaes, 72
Camponesa 1ª Seção
41088291 da Conceição / TO",Plano AAA,343-448-369-43,07/13/2011
Augusto da Cruz,21 7919 3862,"Esplanada Kaique Cardoso, 52
Novo Santa Cecilia
17230-511 da Paz / PI",Plano DDD,316.527.566-33,09/22/1993
Ana Laura Moreira,+55 (021) 0519-3866,"Vale Miguel Peixoto, 99
Vila Betânia
41869208 da Rosa Alegre / RR",Plano CCC,824.162.636-61,09/20/1991
Diogo Martins,+55 11 4410-5750,"Estrada de Costa, 528
Europa
61501038 Rodrigues / SP",Plano DDD,788.672.611-19,08/23/2003
Ryan da Conceição,(021) 2376-3341,"Praia Teixeira, 8
Unidas
21204-121 Viana do Sul / GO",Plano AAA,174.972.497-19,05/11/2011
Gustavo das Neves,(081) 6690-6098,"Lago Pinto, 7
Esplanada
35953941 Silva / PI",Plano DDD,336.369.384-94,03/29/1996
Fernando Moraes,81 1187-6572,"Rodovia Davi Luiz Melo, 1
Tupi B
34605-876 Fernandes / ES",Plano AAA,419-289-503-15,01/20/2019
Sr. Diego Lima,+55 11 6478 0909,"Área de da Rosa, 69
Capitão Eduardo
30189034 Barros da Serra / SP",Plano EEE,354.713.991-21,08/27/2019
Natália Pires,(084) 4168-6523,"Praia Ferreira, 6
Havaí
14997452 Almeida dos Dourados / RO",Plano EEE,322.834.387-63,08/28/2005
Julia Moura,+55 71 9756 2167,"Colônia da Rocha, 46
Boa União 2ª Seção
20919394 Jesus / MG",Plano DDD,559.461.619-25,12/07/2001
Nicole Castro,+55 71 6385-5967,"Avenida Rafaela Rodrigues, 850
Vila Tirol
43752-876 Rocha / ES",Plano BBB,543.437.111-13,12/11/2011
Sophia Farias,+55 (051) 6160 5498,"Favela de Pires, 4
Cônego Pinheiro 1ª Seção
89556-505 Duarte de Minas / PI",Plano DDD,372.134.539-48,10/29/2016
Giovanna da Cruz,51 982 0263,"Trecho da Cruz
Conjunto Santa Maria
60108953 Teixeira / MG",Plano DDD,537.305.695-96,10/30/2018
Helena Azevedo,+55 (011) 9974-4442,"Largo Erick Moreira, 88
Araguaia
26715-275 Castro do Oeste / RO",Particular,776.904.822-21,02/07/2004
Marcos Vinicius Nogueira,+55 (081) 1470 6225,"Estação Araújo, 22
Grotinha
45130-644 Lima de da Paz / GO",Plano DDD,467.292.854-90,01/19/2006
Júlia Fogaça,(071) 9926-9572,"Passarela Pedro Henrique Novaes, 1
Vila Engenho Nogueira
56174-302 da Rocha do Galho / RR",Plano AAA,881.570.851-94,07/07/1995
Srta. Luana Sales,+55 (061) 9314-7994,"Praça de Almeida, 91
Luxemburgo
99183422 Teixeira / MG",Plano CCC,201.228.133-36,08/18/2009
Bernardo Cardoso,(084) 1349-3656,"Favela Pereira, 16
Lindéia
49300-468 Costela / AP",Plano DDD,375.535.398-93,04/10/2012
Giovanna Porto,(031) 4763-9847,"Rodovia Heitor das Neves, 860
Caiçaras
56268-345 da Cruz de Freitas / PI",Plano BBB,879.911.884-11,08/26/2008
Nicolas Peixoto,+55 84 3190-5986,"Núcleo Ferreira, 76
São Paulo
42664684 da Conceição / RJ",Plano BBB,547.956.729-20,02/19/2009
Melissa Correia,51 149 5326,"Viaduto de Pinto, 98
Carmo
45937-338 Pinto / TO",Plano BBB,378.505.321-45,11/11/1993
Augusto Silveira,(021) 0458-3700,"Favela Souza, 157
Santa Maria
86999-080 Azevedo / AC",Plano EEE,444.580.166-81,09/11/2008
Luiz Miguel Ramos,+55 81 3136-3436,"Recanto de da Mata, 22
Marieta 3ª Seção
78689-263 Nascimento / RJ",Plano CCC,751.287.818-98,04/19/2005
Lucas Gabriel Campos,(021) 6436-0822,"Vereda Cavalcanti
Atila De Paiva
57168-483 Santos / RN",Plano DDD,584.363.119-67,11/28/2009
Stephany Cardoso,+55 (011) 1848 9626,"Trecho Cunha, 52
Vila Havaí
19533745 Cardoso da Serra / AM",Plano DDD,491.102.241-97,05/05/2020
Valentina Castro,(021) 9428 7359,"Passarela Breno da Cruz, 54
Vila Trinta E Um De Março
01723055 Cardoso / SE",Particular,263.447.250-30,01/13/1998
Luiz Felipe Fernandes,+55 (051) 4614-8583,"Vila de Nogueira, 62
Liberdade
93065632 Moraes do Sul / GO",Particular,535.261.844-23,07/17/2003
Sophie Costa,+55 11 5224 9758,"Sítio de Costela, 103
Braúnas
44131122 Aragão de Castro / GO",Plano CCC,802.262.777-17,09/16/2019
Kaique Silva,+55 (081) 8902-4012,"Vale de Pires, 169
Cabana Do Pai Tomás
09668-624 Santos do Amparo / PI",Particular,639.577.772-69,12/20/2006
Alícia Cavalcanti,+55 61 6659 2057,"Rodovia Marina Cunha, 25
Jonas Veiga
56040-424 Rocha / RN",Plano AAA,220.164.473-77,06/05/2014
Gabriel da Mata,+55 81 8298-1525,"Aeroporto Viana, 589
Piraja
75236-605 da Costa / MG",Plano EEE,917.471.786-69,05/18/2011
Juan Costa,+55 (081) 5880-3033,"Residencial Giovanna Teixeira, 2
Carlos Prates
54362896 Nogueira / MG",Particular,494.124.142-14,12-11-1995
Dra. Olivia Silveira,+55 (021) 0192 5944,"Vale Davi Sales
Maria Virgínia
63001-422 Moraes de da Costa / RN",Plano DDD,332.971.872-31,03/22/1997
Isabelly Silva,84 8842-4859,"Jardim de Melo, 29
Cenaculo
90044-810 Vieira do Galho / SC",Plano EEE,691.206.409-34,03/25/2007
Vitor Hugo Barbosa,+55 (051) 7795-1096,"Setor de Mendes, 56
Universo
37701510 Aragão / PA",Particular,727.918.614-30,04/22/2015
Milena da Paz,,"Avenida Yasmin Cardoso, 603
Lagoinha
48569-476 da Cruz / MA",Plano AAA,145.850.523-14,03/29/2010
Davi Campos,61 1013-2923,"Largo Oliveira, 264
São Marcos
45078-776 Cavalcanti / PE",Plano DDD,985.488.451-45,11/04/1993
Maria Freitas,+55 51 518 3117,"Chácara Lima
Vila Paris
99735-451 Teixeira do Oeste / MS",Plano AAA,270.848.972-56,08/16/2007
Dr. Enzo Costa,+55 (084) 6158 0535,"Esplanada Caldeira, 60
Vila Calafate
41395198 da Cruz / PB",Plano AAA,973.217.700-14,01/02/2019
Ana Sophia Silveira,+55 81 2826 1928,"Quadra Souza
Camponesa 2ª Seção
19587-718 Caldeira da Mata / MG",Plano DDD,725.353.292-69,12/10/1993
Kamilly da Cunha,(051) 9076 0286,"Aeroporto Emanuel da Cunha, 148
Inconfidência
62743728 Moraes de Goiás / PI",Plano CCC,782.123.126-96,09/06/2001
Srta. Yasmin Farias,31 4240-5247,"Rua Davi Moreira, 16
São Marcos
72597-323 Farias / RR",Plano CCC,752.632.331-84,08/11/2016
Juan Farias,+55 (084) 4521 8444,"Estação da Luz, 421
Ipiranga
37350797 Campos do Galho / RS",Plano CCC,508.606.400-20,07/29/2004
João Gabriel Monteiro,(081) 2983 2560,"Trevo de Cardoso, 66
Madri
90219075 Fernandes de Goiás / CE",Plano DDD,890.884.486-51,03/09/2019
Davi Lucca da Mota,(061) 8182 4847,"Núcleo Costela, 25
Monte Azul
72271074 da Mata da Serra / MT",Particular,368.133.462-40,12/26/2000
Sra. Caroline Aragão,+55 41 0562 4646,"Esplanada Dias, 38
Planalto
84866181 da Cruz de da Paz / SC",Plano DDD,349.628.792-93,10/02/1996
Stephany Cavalcanti,(061) 8902 2642,"Núcleo Ribeiro, 75
Bom Jesus
33265-384 Pereira da Prata / RO",Plano EEE,431.347.601-57,12/25/2011
Luiz Gustavo Costela,+55 (031) 7335 5451,"Setor de Pires, 951
Nossa Senhora Da Conceição
80182377 Cardoso / RR",Plano EEE,156.532.668-40,10/10/2016
Leonardo Aragão,+55 (084) 7690-7493,"Condomínio de Ramos, 1
Vila Coqueiral
52915-343 Pinto / BA",Plano AAA,266.906.644-12,12/11/2017
Laís Lopes,+55 (081) 4914 0621,"Loteamento Nunes, 17
Laranjeiras
16182882 Correia / GO",Plano EEE,743.358.688-87,06/27/2008
Ana Vitória Souza,+55 21 1272-6366,"Favela de Gomes, 9
Estrela Do Oriente
02012-017 Cardoso da Serra / MT",Plano EEE,943.744.928-66,03/31/2015
Dra. Evelyn Ferreira,+55 (041) 0452-1905,"Travessa Martins, 84
Bandeirantes
01397493 Almeida dos Dourados / RJ",Plano DDD,849.615.647-76,08/04/2012
Eloah Azevedo,+55 (011) 9623 5964,"Avenida de Fogaça, 21
Santa Tereza
46147969 Barros do Campo / PB",Plano DDD,823.870.753-89,10/31/1991
Sr. Felipe da Rosa,11 9412 1866,"Favela de Caldeira, 98
Fazendinha
16554-131 Vieira da Serra / PE",Particular,813.683.640-73,02/08/1993
Sophia Castro,(061) 8803-4629,"Sítio de da Cruz, 7
Heliopolis
02771537 Campos / RO",Particular,285.739.940-13,11/19/1992
Isis Ferreira,+55 41 4698 5006,"Residencial de Fogaça, 70
Vila Jardim Leblon
68820564 da Cruz / GO",Plano CCC,938.304.874-98,04/12/1991
Dr. Otávio Costa,+55 (051) 4312-5618,"Alameda Lima, 77
Calafate
67684-781 Peixoto / PI",Plano AAA,144.516.462-37,03/25/2016
Rafael das Neves,+55 51 314 4472,"Conjunto de Gomes, 438
Canadá
97910313 Carvalho / MG",Plano CCC,787.635.112-90,01-18-2010
Dra. Carolina Souza,21 9752 7317,"Ladeira Rezende, 185
Bela Vitoria
81591407 da Mata de da Paz / RR",Plano AAA,121.166.522-88,08/30/1990
Sr. Vitor da Rocha,84 3624-6970,"Condomínio Souza, 819
Grajaú
31566-425 Ribeiro da Serra / PA",Plano BBB,108.628.746-37,03/14/2006
Gustavo Nascimento,+55 11 1232 4062,"Praia de Jesus, 8
Vila Pinho
93389803 da Cruz da Praia / RJ",Plano DDD,254.449.646-73,10/19/2002
Rodrigo Pires,51 262 5073,"Avenida Peixoto, 93
Araguaia
13243-827 Porto das Pedras / GO",Particular,737.386.424-20,09/21/2012
Lavínia Viana,+55 (021) 9341 8561,"Vereda Souza, 19
Nova Esperança
46231202 Jesus / AP",Plano BBB,529.393.881-64,03/03/2019
Gabriel da Rocha,+55 61 1175 7970,,Plano BBB,369.821.330-83,06/23/2003
Dra. Sophia Rodrigues,+55 81 2416-7096,"Vereda de Dias, 24
Vila Puc
31269-906 Cardoso / RR",Particular,976.258.374-49,01/19/2009
Vinicius Dias,(041) 4793 8828,"Sítio Isis Lima, 31
Laranjeiras
20624-580 Monteiro / PA",Plano BBB,682.454.512-28,07/13/1999
Mirella Oliveira,+55 31 9399-5286,"Fazenda Enzo Gabriel Rocha, 6
Vila Da Amizade
75404340 Rodrigues da Serra / AP",Plano BBB,415.966.360-23,02/26/1994
Pedro Miguel Cardoso,+55 11 8831-5139,"Lagoa Jesus, 8
Vila Ecológica
61205113 Lima do Galho / RJ",Particular,406.153.532-43,05/30/1991
Amanda Cavalcanti,(021) 4398 3902,"Jardim Mirella Duarte, 8
Mantiqueira
34474664 da Cruz dos Dourados / SP",Plano BBB,234.498.674-62,01/23/2008
Luana Nunes,31 4527 6472,"Estação Lopes, 10
Vila Tirol
00004989 Caldeira da Praia / PE",Plano AAA,552.718.173-97,03/26/2012
Mariane Oliveira,61 4886-8194,"Parque Calebe Monteiro, 964
São Sebastião
27858-099 Barbosa / AP",Plano DDD,493.728.848-77,03/21/2004
Dr. Murilo da Mota,41 3429 0341,"Morro Fernanda da Conceição, 8
Vera Cruz
79840-579 Caldeira da Serra / RR",Plano EEE,173.951.700-60,12-11-1992
Alana Carvalho,+55 31 9777 9484,"Setor de Ramos, 39
Vila São Dimas
14807-384 Nogueira de Goiás / SP",Particular,112.153.414-57,05/20/2006
Dr. Miguel da Conceição,+55 (031) 4255-9294,"Núcleo Lorena Silva, 2
Alípio De Melo
10125043 Castro / CE",Plano AAA,566.341.949-42,12/29/2000
Evelyn Gomes,71 4566 9137,"Feira de Moura, 87
Vila De Sá
48099-364 Sales das Flores / SE",Plano EEE,763.586.166-51,03/03/2020
Ana Julia Nascimento,11 8760 6959,"Recanto Cardoso
João Pinheiro
18730-303 Lopes / AP",Plano DDD,892.569.180-11,05/07/1998
Sophia da Costa,(061) 0798-6939,"Favela Lima, 15
Vitoria Da Conquista
77894926 Cunha do Amparo / PA",Plano DDD,881.541.344-71,02/14/2001
