Nome,Especialização,Contratação,Telefone,Endereço,CPF,Nascimento
Luiz Gustavo da Mata,Acupuntura,11/14/2016,+55 (041) 8372-8139,"Rua Novaes
Jatobá
41689-576 Freitas / AC",388.418.266-86,11/05/1973
Maria Luiza Santos,Medicina do trabalho,10/14/2014,(021) 7586-0707,"Largo Rocha, 153
Boa União 1ª Seção
15432-399 Moreira / TO",884.950.494-19,06/22/1989
Dra. Clarice Rezende,Dermatologia,12/01/2012,(011) 7913-4564,"Praça Emanuelly Vieira, 4
Solar Do Barreiro
46876-978 Freitas Alegre / AC",194.968.191-11,04/14/1981
Thiago da Mota,Pediatria,01/08/2015,+55 (071) 5520 5226,"Estação da Costa, 985
Palmeiras
75668202 Freitas de Barbosa / PB",912.640.625-68,07/09/1999
Srta. Luiza Rocha,Radioterapia,07/10/2014,(081) 7112-0161,"Parque de Sales, 80
Embaúbas
65967767 da Paz / RN",686.838.271-35,08/29/1977
Dr. Luiz Felipe das Neves,Medicina do trabalho,11/07/2013,81 0190 3798,"Jardim Nogueira, 47
Inconfidência
92895-722 Sales do Oeste / SP",542.767.118-98,01/07/1983
Sra. Maria Sophia Farias,Alergia e imunologia,09/02/2014,(041) 0473 3029,"Pátio de Ramos, 50
Vila São Geraldo
26352-897 da Rosa / RN",660.155.288-31,07/29/1983
João Vitor Ribeiro,Neurologia,10/21/2011,+55 (021) 2754 0629,"Conjunto Gomes
Flavio De Oliveira
58398-980 Dias / RO",178.587.393-70,06/20/1973
Daniel Souza,Dermatologia,05/28/2012,+55 (081) 7343-4889,"Travessa Moraes, 49
Horto
07032173 Barbosa / BA",762.374.740-53,02/26/1983
Rafael Sales,Pediatria,12/18/2015,+55 84 3875 1326,"Morro Mariane Teixeira, 10
Carmo
38660239 Duarte / AM",195.993.437-45,05/11/1994
Miguel Oliveira,Endoscopia,05/09/2019,+55 (011) 5782 8788,"Condomínio de Araújo
João Pinheiro
57026317 Santos / ES",288.341.472-12,05/17/1986
Augusto Pereira,Pediatria,04/16/2015,84 9992 0596,"Colônia Isaac Caldeira, 57
Goiania
54096-155 das Neves / PI",965.145.602-50,10/20/1996
Kaique Jesus,Neurologia,09/17/2017,+55 (031) 2842 5380,"Jardim Araújo, 69
Santa Rosa
18386-355 Fernandes de Silveira / RS",107.819.574-17,12/21/1984
Gabrielly Costela,Radioterapia,07/05/2012,51 883 9198,"Praia Barros
Vila Santa Monica 1ª Seção
48538-692 Nascimento / DF",860.442.431-78,04/20/1992
Gabriel Ramos,Acupuntura,02/28/2017,+55 (071) 9232-2322,"Campo Isabelly Silva, 94
Camponesa 2ª Seção
86802533 da Cruz / CE",821.857.276-73,02/25/1971
Beatriz da Mota,Acupuntura,02/22/2014,(051) 6528 2065,"Rodovia Gonçalves, 26
Alto Vera Cruz
43616136 Cardoso / MG",395.210.659-76,01/28/1999
Giovanna Araújo,Neurologia,01/06/2013,+55 61 4578 1030,"Área de Santos, 79
Silveira
80228785 da Conceição / ES",702.846.245-72,01/23/1996
Catarina Freitas,Dermatologia,02/21/2016,+55 11 1157-2239,"Alameda Agatha Azevedo, 826
Jardim Guanabara
10317380 Araújo / AP",391.113.537-26,07/09/1992
Yasmin Teixeira,Acupuntura,11/02/2017,71 5792-8418,"Via Benício Pereira, 787
Carmo
19025462 da Cruz do Galho / RR",,08/09/1985
Maria Alice Almeida,Endoscopia,06/28/2018,+55 81 4045 3620,"Distrito de Fernandes, 63
Nova Cachoeirinha
68607503 Rodrigues / PE",140.479.585-53,10/15/1988
Thales da Rocha,Acupuntura,10/04/2012,+55 11 3653 5761,"Favela Laura Rocha, 289
Europa
03214-435 Novaes das Flores / RN",178.331.325-65,08/30/1974
Matheus Monteiro,Medicina do trabalho,08/23/2019,41 8657-2924,"Jardim Moraes, 10
Coração Eucarístico
41134-651 Pereira / PE",911.725.923-55,10/03/1983
Raul da Mata,Alergia e imunologia,01/06/2012,41 3309 5440,"Recanto Benjamin Cardoso, 60
Cidade Jardim Taquaril
76051-354 da Rocha / PE",977.137.603-43,08/05/1980
Evelyn das Neves,Cardiologia,01/16/2013,(031) 0695-9940,"Recanto Cunha, 7
Novo Aarão Reis
81251864 da Luz dos Dourados / RS",637.420.211-53,06/02/1980
Dra. Juliana Moraes,Radioterapia,01/10/2020,41 2544 5003,"Viela Bryan Melo, 561
Vila Madre Gertrudes 4ª Seção
54700-657 Novaes Alegre / TO",611.669.449-17,11/30/1995
Joaquim da Cunha,Neurologia,01/19/2020,21 9173-4550,"Campo de da Luz, 86
Buritis
07506550 Campos / GO",596.315.728-70,03/14/1993
Isaac Rodrigues,Pediatria,06/14/2016,(031) 7963 2212,"Favela das Neves, 571
Luxemburgo
30395317 Cunha / AL",543.559.858-64,11/20/1999
Stella da Cruz,Endoscopia,11/14/2014,+55 41 3740-3713,"Loteamento Gonçalves, 36
Oeste
01586886 Almeida / AM",980.176.439-76,05/05/1991
Luana Porto,Neurologia,04/23/2018,+55 (061) 5779 1299,"Loteamento de Pinto, 3
Vista Do Sol
14969101 da Costa / MG",647.396.199-88,07/16/1978
Luiz Felipe Santos,Neurologia,08/04/2015,(021) 2284-1371,"Fazenda Clarice Farias, 9
Novo Glória
00218344 Azevedo / ES",176.494.870-63,04/27/1978
Augusto Vieira,Endoscopia,01/11/2019,+55 41 2266 7232,"Loteamento Caroline Teixeira, 40
Vila Da Luz
39443-464 da Rocha Verde / MG",108.650.343-54,12/01/1981
Lara Peixoto,Pediatria,09/05/2015,41 7738 7237,"Sítio de Barros, 77
Luxemburgo
80167293 Oliveira / BA",307.175.792-41,09/23/1989
Rebeca Araújo,Cirurgia geral,11/04/2014,+55 81 3253 7418,"Colônia de Sales, 40
Vila Sesc
37367-193 Jesus da Mata / AM",819.972.739-91,07/04/1998
Esther Martins,Acupuntura,08/15/2013,+55 (021) 5343 5713,"Largo de da Paz
Dom Cabral
68853-848 Duarte de Cavalcanti / TO",404.211.562-79,01/21/1978
Sophie Ferreira,Pediatria,11/16/2015,51 553 1165,"Loteamento Duarte, 817
Cidade Jardim
67179683 Cardoso do Amparo / RO",531.178.641-21,04/27/1998
Ana Clara Pereira,Endoscopia,08/17/2019,+55 (031) 7418-0145,"Via Castro
Inconfidência
22376-370 Costa de Carvalho / MS",563.849.343-48,01/08/1976
Isaac Campos,Pediatria,02/28/2012,71 1930 3973,"Rodovia Eloah Viana, 5
Santa Terezinha
64627-381 Silveira Alegre / PA",428.463.756-70,01/28/1996
Sophia da Paz,Dermatologia,02/12/2011,+55 31 8220-5199,"Trecho de da Mata, 784
Vila Maloca
31831701 da Rosa das Pedras / MA",882.438.536-71,02/29/1984
Isabella Pires,Acupuntura,10/26/2015,71 4595 6245,"Parque Valentina Barros, 22
Santa Maria
10137540 Oliveira / RR",590.164.330-51,07/13/1988
Benjamin Viana,Pediatria,02/28/2019,+55 41 4494 0587,"Lagoa Marcela Porto, 292
Taquaril
64911-357 da Paz de das Neves / PA",883.713.755-50,05/28/1981
Matheus Castro,Medicina do trabalho,10/31/2016,(011) 7613-0326,"Praça de Duarte
Vila São Gabriel
75209-716 Oliveira de Pires / AC",654.161.128-25,10/03/1992
Lara da Conceição,Endoscopia,05/26/2013,11 4553 9828,"Chácara de Pires, 62
Jatobá
59509102 Cardoso / SP",853.144.959-50,11/24/1997
Dr. Alexandre Silva,Pediatria,11/07/2017,+55 (071) 8061-8650,"Travessa da Conceição, 979
Nossa Senhora Aparecida
07499488 Farias do Sul / AL",355.368.610-74,04/03/1972
Mariane Azevedo,Oftalmologia,07/06/2012,+55 41 4521 3603,"Condomínio Ana Julia Viana, 7
Santo Agostinho
83058014 Farias Grande / MT",529.336.382-81,04/06/1981
Catarina Teixeira,Endoscopia,07/12/2014,(084) 1245-2172,"Trecho Sales, 24
Mariano De Abreu
48656807 Barbosa do Galho / CE",431.367.201-79,04/30/1976
Marcela Castro,Dermatologia,03/17/2016,+55 41 9714 6365,"Campo de Caldeira
Bernadete
90695257 Viana Alegre / RN",828.405.223-41,01/07/1978
Thomas Farias,Cirurgia geral,02/28/2019,+55 84 7527-7664,"Rodovia de Porto, 8
Boa Viagem
56739-244 Nascimento / TO",149.908.285-71,10/27/1977
Lucas Gabriel Viana,Dermatologia,07/22/2014,+55 (011) 8901-0097,"Fazenda Bernardo Nascimento, 86
Alpes
00804004 Araújo dos Dourados / ES",708.194.678-14,11/02/1986
João Guilherme da Rosa,Oftalmologia,10/16/2017,81 3553-5942,"Vila Isabel Oliveira, 36
São Sebastião
29826546 Sales / TO",533.839.552-27,04/16/1988
Maria Eduarda Rezende,Oftalmologia,01/23/2014,(051) 5767-1458,"Chácara Monteiro
Estrela
45227-244 Barros / AM",100.431.739-64,10/16/1992
Fernanda Moura,Dermatologia,09/12/2013,(051) 3718 2823,"Travessa de Moura, 622
São Paulo
33555006 Moreira / AP",420.230.935-30,03/02/1973
Larissa das Neves,Pediatria,09/28/2010,11 8577 2673,"Vereda Ribeiro, 14
Alípio De Melo
07958-558 Correia das Pedras / GO",189.823.342-41,10/16/1983
Enrico Farias,Oftalmologia,07/14/2014,21 8489 7007,"Lago da Cruz, 80
Novo Glória
79839-498 Duarte / AP",965.160.491-21,05/14/1995
Lorenzo Carvalho,Oftalmologia,01/01/2016,+55 (031) 8099-0755,"Rodovia de Barros, 37
Ventosa
92807-968 da Cruz das Flores / MA",925.726.887-57,12/25/1988
Guilherme Santos,Acupuntura,08/15/2015,(041) 6044-1462,"Feira Eduarda Freitas, 9
Marieta 1ª Seção
27433-477 Sales dos Dourados / RO",291.504.776-71,09/24/1979
Raul Souza,Dermatologia,09/22/2017,+55 41 8371 3064,"Passarela de Moraes, 90
Bandeirantes
23719759 Sales Verde / RR",867.686.189-10,02/23/1972
Heloísa Aragão,Cardiologia,08/08/2019,+55 61 6118 7328,"Aeroporto de Correia
Vila De Sá
73319-245 Almeida / RN",540.481.234-45,08/20/1981
Yago Silveira,Medicina do trabalho,09/24/2010,81 6025-6973,"Viaduto Agatha Pinto, 27
Capitão Eduardo
45544701 da Luz / RS",825.456.732-57,02/13/1977
Heloísa Almeida,Neurologia,04/07/2011,+55 (011) 9272-0690,"Condomínio Cavalcanti, 5
Xodo-Marize
77663732 da Mota de Lima / PE",873.916.141-14,07/19/1995
Maitê Ramos,Cardiologia,07/23/2018,+55 (051) 2110 5618,"Rua Gustavo Henrique Rocha, 249
Vila Madre Gertrudes 4ª Seção
13324-603 Caldeira / AP",141.782.782-96,07/21/1984
Luigi Nogueira,Acupuntura,12/19/2018,21 1562 3750,"Distrito Enzo da Paz
Custodinha
94878676 Nascimento de da Cunha / MA",451.420.734-14,04/14/1976
Levi Moura,Dermatologia,04/16/2012,+55 11 4378-3315,"Vila de Santos, 17
Jardim Montanhês
64578694 Rocha dos Dourados / CE",547.596.536-53,08/19/1989
Dra. Ana Beatriz Melo,Medicina do trabalho,11/30/2012,(051) 2920 8353,"Distrito Costela, 9
São Salvador
84335-973 Nascimento / PA",241.622.653-53,03/07/1995
Nina Rodrigues,Neurologia,09/04/2015,(084) 9136 1805,"Colônia Bárbara Duarte, 92
Jardinópolis
62085-685 Fernandes de da Conceição / PR",687.378.842-33,12/09/1973
Sr. Luiz Otávio Gonçalves,Pediatria,07/07/2019,61 7769 6164,"Núcleo de Costela, 8
Santa Terezinha
69319854 Porto / SP",462.185.566-58,12/17/1971
João Pedro Nascimento,Neurologia,09/04/2018,+55 (041) 8268-7896,"Vereda Ana da Cruz, 2
Vila Pilar
44185-670 Campos / TO",863.962.323-88,06/23/1980
Catarina Souza,Alergia e imunologia,11/04/2018,+55 (011) 9054 0763,"Viela de Cardoso
Fernão Dias
63315-634 Moraes do Norte / PE",325.196.837-10,08/17/1993
Stephany Peixoto,Acupuntura,09/29/2015,+55 41 6645-1300,"Vereda de Melo, 6
Santo André
34157917 Caldeira / AL",358.429.245-32,10/01/1990
Maria Julia Fernandes,Acupuntura,03/25/2015,+55 (071) 0117 3262,"Morro Guilherme Moura
Goiania
61953825 Monteiro da Serra / ES",815.515.969-21,03/06/1977
Dr. Benjamin Correia,Acupuntura,03/27/2017,(071) 3994-0910,"Quadra Campos, 78
Boa União 2ª Seção
09315065 Moreira / AM",206.764.368-14,09/03/1972
Pedro Novaes,Radioterapia,12/02/2015,+55 (021) 6820-1140,"Loteamento Silveira, 40
Petropolis
87050-694 Ferreira de Minas / MS",263.806.881-47,
Srta. Elisa Nascimento,Radioterapia,01/28/2015,41 1400-2046,"Sítio da Rocha, 96
Novo Aarão Reis
71931-047 Porto / PE",484.708.404-86,12/21/1993
Yuri Farias,Pediatria,01/21/2014,21 6982-6788,"Campo Campos, 25
Candelaria
51744611 Oliveira de Monteiro / GO",878.159.500-20,05/05/1992
Cauã Peixoto,Pediatria,07/19/2011,71 9295 4782,"Estação de Vieira
Minaslandia
16655416 Duarte / SP",496.594.628-92,05/31/1976
Emanuel Nunes,Endoscopia,08/22/2011,+55 (051) 6153 2674,"Estrada de da Luz, 2
Vila União
20485-082 Porto de Campos / DF",194.964.383-67,07/04/1978
Lívia Silva,Radioterapia,08/20/2012,+55 (051) 2441-7442,"Praia Pedro Henrique Rezende, 5
Atila De Paiva
44753878 Lopes do Galho / AP",890.351.588-66,11/23/1998
Dr. Lorenzo Araújo,Endoscopia,07/22/2012,+55 (084) 5132 4027,"Aeroporto Juan Aragão, 9
Santa Efigênia
02737-974 Ramos / AM",450.778.945-46,03/08/1991
Milena Alves,Cardiologia,10/09/2013,(021) 4885 0065,"Praça Silva, 6
Braúnas
63572639 da Conceição do Norte / PR",514.592.400-93,02/23/1995
Helena Correia,Cardiologia,10/24/2014,+55 81 6722-6126,"Vereda Maria Luiza Silveira, 264
Pongelupe
12269-158 da Paz do Amparo / RO",602.603.360-52,10/24/1970
Sr. Gustavo Henrique da Cunha,Dermatologia,08/06/2018,+55 (041) 2980 3619,"Setor de da Costa, 66
Santa Inês
37885-026 Viana de Minas / MA",420.651.857-28,11/26/1986
Sofia Caldeira,Cirurgia geral,08/15/2015,84 1604 6023,"Trecho da Mota
Vila Havaí
71985937 Santos de Lopes / PA",673.208.196-66,02/08/1990
Cecília Cardoso,Dermatologia,01/26/2015,+55 21 2710-3805,"Largo de Ferreira, 68
Pousada Santo Antonio
02879852 da Rosa / TO",400.773.379-26,06/23/1990
Rafael Correia,Oftalmologia,04/27/2019,81 8313 1814,"Condomínio Pedro Lucas Rodrigues, 4
Vila Antena Montanhês
76239188 Ribeiro Grande / PA",197-754-638-53,12/14/1974
Dr. André Silva,Acupuntura,05/09/2016,71 5784 9862,"Vila de da Luz, 9
Dom Cabral
25887184 Monteiro / AC",122.910.225-73,09/17/1982
Luiza Gomes,Oftalmologia,03/22/2018,+55 (084) 5573-0390,"Vila Otávio Fogaça, 20
Cônego Pinheiro 2ª Seção
74232-016 Farias / PE",939.144.607-82,02/13/1996
Breno Moreira,Pediatria,07/26/2010,+55 84 5355-6497,"Viaduto Luna Novaes, 68
Sagrada Família
50429548 Silveira / PI",123.564.932-42,07/19/1990
Gabriela Pires,Pediatria,07/27/2014,+55 84 6606 2195,"Área Fernandes, 53
Nova Suíça
79569-084 Silva Paulista / SP",897.837.287-51,01/08/1985
Davi Campos,Endoscopia,07/12/2018,+55 (084) 8938 8657,"Vale de Aragão, 86
Nossa Senhora Do Rosário
19657-921 Mendes Verde / AM",110.899.229-21,08/30/1979
Lorenzo Peixoto,Cardiologia,11/28/2017,+55 71 8589-6124,"Jardim Maria Clara Rocha
Das Industrias I
81594009 Araújo / PE",201.681.978-77,07/10/1982
Maria Luiza Sales,Cirurgia geral,11/18/2019,51 021 7498,"Chácara Araújo, 60
Jardim Vitoria
61900-805 Castro da Mata / RO",777.775.880-52,06/23/1981
Juan Nascimento,Cardiologia,01/04/2013,+55 (041) 2757-7292,"Parque Matheus Duarte, 38
Vila Nova Gameleira 3ª Seção
69268-075 Carvalho de Goiás / RO",229.483.837-60,12/05/1978
Isadora Rocha,Cardiologia,12/31/2011,(021) 6038 9953,"Avenida Maria Luiza Monteiro, 489
Fazendinha
86523676 Ramos do Galho / AL",590.604.392-64,07/02/1990
Ana Luiza da Rocha,Endoscopia,07/27/2016,11 8610-6148,"Loteamento Vieira, 6
Vila Calafate
82521-182 Barbosa / PB",446.961.835-70,01/29/1998
Evelyn Gomes,Acupuntura,10/29/2019,+55 51 387 1814,"Via da Luz, 2
Horto
30158858 Costela Paulista / RN",560.426.391-55,09/03/1970
Luiz Miguel Nascimento,Radioterapia,03/06/2019,+55 21 5435-3612,"Alameda Rafael Sales
Vale Do Jatoba
79696-594 da Rosa da Praia / ES",679.996.431-90,03/02/1989
Joaquim Novaes,Pediatria,04/06/2018,+55 (051) 6773 8085,"Via de Pinto
Vila São João Batista
41316038 Barbosa / AL",531.104.801-94,03/26/1986
Cauã Nascimento,Medicina do trabalho,09/18/2017,(031) 4156-4776,"Alameda Santos, 31
Nossa Senhora Da Conceição
73948425 Teixeira / SP",352.401.699-36,05/25/1993
Kaique Carvalho,Medicina do trabalho,04/22/2019,+55 (031) 6913 9301,"Jardim de Novaes, 260
Vila Batik
88487856 Rocha da Prata / SE",756.593.320-91,11/16/1973
Daniel Ferreira,Alergia e imunologia,06/27/2020,+55 41 9520 8516,"Travessa Sales, 87
Lourdes
09885-762 Gonçalves / RJ",929.607.423-76,06/02/1997
Sr. Davi da Paz,Endoscopia,01/14/2020,21 4821 0328,"Quadra Augusto Viana, 99
Floresta
44087-901 Caldeira / ES",862.287.982-63,02/24/1973
Maria Cecília Duarte,Dermatologia,09/26/2014,,"Alameda Júlia Porto, 74
Alta Tensão 2ª Seção
09645-550 Nogueira de Goiás / RJ",394.225.574-52,03/25/1989
Luiz Felipe Vieira,Pediatria,09/09/2012,(081) 8779-2418,"Esplanada de Sales, 49
Morro Dos Macacos
06488143 Nunes / SP",718.778.425-72,05/25/1980
Yago Moraes,Endoscopia,07/27/2011,+55 61 4607-8298,"Núcleo de Almeida, 30
Inconfidência
36946-408 Silveira Paulista / AC",148.314.746-46,05/11/1992
Elisa Viana,Cirurgia geral,02/24/2020,(021) 2205-2543,"Vereda Sofia Ferreira, 98
Vila Santa Rosa
19561298 Pires dos Dourados / TO",944.126.119-47,03/19/1989
Melissa Mendes,Neurologia,08/10/2012,+55 84 9393 3543,"Ladeira Eduardo Cavalcanti, 4
São Gabriel
96310596 Fernandes / AP",279.775.612-27,08/10/1979
Bárbara Costela,Radioterapia,11/01/2011,(084) 6616-8607,"Núcleo Pedro Henrique Costela, 25
Vila Nova Cachoeirinha 1ª Seção
66332-949 Pinto de Goiás / RS",520.269.520-74,07/12/1983
Rafaela da Rosa,Radioterapia,04/01/2013,+55 (021) 1487-9843,"Rodovia Lucas Gabriel Barros, 69
Lagoa
02625798 Sales / SP",763.312.766-73,01/13/1973
Davi Lucas Nogueira,Neurologia,03/20/2015,+55 31 8658-9012,"Campo Ana Lívia Dias, 270
Petropolis
40156199 Castro / TO",895.248.362-21,11/28/1978
João Vitor Novaes,Cirurgia geral,07/08/2019,(061) 8170-4888,"Distrito Cunha, 26
Venda Nova
76720-607 Barbosa do Sul / SP",107.313.668-68,07/28/1970
Ana Lívia da Cruz,Dermatologia,07/20/2019,(051) 7065 8403,"Área de Freitas, 56
Gutierrez
66211-852 Alves / ES",176.683.498-52,06/16/1998
Brenda Moreira,Cardiologia,10/27/2019,84 9936 4174,"Morro Souza, 64
Vila Ecológica
27163466 Costela do Norte / TO",355.804.152-51,05/07/1973
João Vitor Lopes,Neurologia,11/18/2012,(071) 8986 8022,"Núcleo de Pires, 89
Vila Copacabana
63830174 Pereira / RS",734.461.253-32,09/11/1980
Ana Laura da Luz,Pediatria,11/04/2015,(071) 6475-0495,"Colônia de da Rocha, 82
Lagoa
38269-362 Souza dos Dourados / BA",151.291.451-28,03/09/1998
Mirella Freitas,Acupuntura,07/15/2017,+55 (071) 4857 2979,"Passarela Dias, 99
Jatobá
06699-650 Pires dos Dourados / BA",334.260.563-34,08/11/1987
Stella Duarte,Oftalmologia,07/22/2015,(061) 3851-3430,"Distrito Isadora Cavalcanti, 64
Mala E Cuia
05260451 da Paz de Goiás / SP",303.780.517-90,04/29/1985
Arthur Freitas,Endoscopia,07/07/2019,71 0182-1700,"Passarela Eduarda Lopes
Sagrada Família
89135-742 Lima do Campo / MT",980.313.960-31,06/02/1986
Isadora Jesus,Neurologia,07/11/2013,+55 31 2160-7546,"Viela de Caldeira, 54
Santa Branca
79923-419 Costa / SE",788.134.106-12,01/23/1978
Srta. Emilly da Mata,Cirurgia geral,11/05/2018,(021) 5600 6527,"Quadra de Moreira, 45
Marieta 3ª Seção
49792926 Nascimento / BA",567.941.943-19,06/13/1995
Evelyn Mendes,Medicina do trabalho,05/10/2013,(061) 2650 3349,"Trecho Cardoso, 3
Vila Real 1ª Seção
14280483 Rocha / RS",567.714.218-63,05/13/1989
Ana Monteiro,Neurologia,01/24/2019,+55 (031) 8770-3705,"Rua Julia Silveira, 34
Palmeiras
77569-618 Gomes de Aragão - RO",312.480.634-83,12/19/1971
Dr. Yuri Castro,Neurologia,07/28/2018,(021) 2655-3943,"Loteamento Cardoso
São Vicente
33104675 Porto / DF",162.118.908-32,08/12/1987
Diogo Silva,Pediatria,06/08/2014,(021) 4808 9929,"Feira Isabella da Rosa, 80
Santa Rita
19104589 da Paz / AM",143.480.402-37,02/12/1978
Theo Cavalcanti,Cirurgia geral,07/13/2012,+55 (031) 3832-9527,"Estação Carlos Eduardo Cavalcanti, 74
Minas Brasil
43414807 Sales / GO",261.381.818-34,11/26/1974
João Lucas Nunes,Neurologia,06/08/2013,+55 (084) 5949-1501,"Via de Teixeira, 47
Eymard
14884035 Moura Grande / SE",898.532.792-73,01/28/1995
Ana Beatriz Pires,Endoscopia,09/11/2013,(011) 4948-0842,"Chácara de Almeida, 57
Vila Pilar
78199558 Rezende Paulista / RS",394.446.853-51,01/19/1998
Caroline Moraes,Acupuntura,01/15/2015,(071) 2410-8839,"Viaduto Igor Vieira, 18
Itapoa
95619-601 Caldeira do Oeste / BA",630.573.940-26,07/25/1973
Erick Pires,Pediatria,01/10/2017,+55 (021) 3496-4620,"Travessa de Silva, 8
Nossa Senhora Da Aparecida
22178182 da Mata / PI",954.776.490-73,03/27/1991
Pedro Henrique Novaes,Oftalmologia,10/19/2011,+55 84 5452-7076,"Quadra Cavalcanti, 59
Vila Jardim Alvorada
58800-126 Correia de Novaes / DF",796.837.268-42,02/19/1998
Sra. Alana Pires,Alergia e imunologia,08/07/2016,(084) 4619-3763,"Alameda João Lucas Cardoso
Jardim Atlântico
24820052 Lima de Minas / TO",181.461.268-31,09/25/1992
Ryan Rocha,Cirurgia geral,08/21/2013,81 3380 0223,"Favela de Monteiro, 226
Caiçara - Adelaide
53376-900 Araújo do Galho / MT",417.987.307-87,05/14/1984
Srta. Rebeca da Paz,Medicina do trabalho,11/12/2019,84 9313-6557,"Passarela Francisco da Conceição, 1
Xodo-Marize
19582-736 Caldeira da Mata / MG",708.900.545-39,12/08/1998
Brenda da Paz,Neurologia,05/24/2020,31 2131-6639,"Quadra Gomes, 532
Jardim Atlântico
59466-613 Gonçalves de Moraes / MA",150.732.946-68,10/28/1988
Ana Lívia Fernandes,Medicina do trabalho,06/15/2015,+55 51 097 3031,"Colônia da Luz, 89
Juliana
27313-241 Freitas / GO",143.948.891-46,09/14/1995
Pedro Lucas Mendes,Alergia e imunologia,03/05/2014,+55 21 6464-0923,"Largo de Barros, 70
Mariquinhas
30151941 Caldeira / TO",198.456.510-40,09/25/1978
Bruna Dias,Medicina do trabalho,02/03/2019,51 999 9997,"Pátio Moraes, 323
Álvaro Camargos
53847658 Rocha / GO",166.499.262-98,10/26/1987
Luiz Otávio Costa,Endoscopia,10/29/2011,71 8119-2136,"Residencial Pires, 13
Primeiro De Maio
11800799 Pires dos Dourados / PE",447.400.499-11,08/28/1991
Cecília Cardoso,Dermatologia,04/25/2013,11 7494-7556,"Sítio de Campos
Leonina
98742586 Rodrigues / AL",992.974.973-30,05/19/1990
Alice Aragão,Cirurgia geral,01/16/2017,+55 61 0283 1023,"Estrada de Caldeira, 337
Vila Primeiro De Maio
70185950 Fogaça / SC",427.620.147-35,06/10/1978
Ana Júlia Vieira,Dermatologia,05/18/2017,+55 (011) 8391-4230,"Núcleo de da Luz, 9
Aparecida 7ª Seção
78828-993 da Mota / TO",710.115.998-75,03/03/1988
Antônio Aragão,Alergia e imunologia,09/06/2018,31 3535 9313,"Trevo Ana Lívia Cavalcanti, 68
Vila Novo São Lucas
43709-401 Rocha - ES",652.421.775-91,01/02/1997
Dra. Yasmin Alves,Acupuntura,12/26/2010,(041) 1818 3370,"Colônia da Paz, 78
Inconfidência
46558386 Gomes dos Dourados / MA",991.484.832-35,02/03/1989
Sr. Bernardo Rezende,Neurologia,08/12/2011,+55 (084) 2909-9924,"Estação de Costa, 85
Nova Esperança
30261-935 da Rocha da Prata / AM",543-989-207-92,02/04/1973
Elisa da Mota,Pediatria,02/21/2012,+55 71 7096-7982,"Passarela Nicole Melo, 62
Camponesa 1ª Seção
04114830 Gomes / AC",103.359.766-24,06/10/1978
Leandro Lopes,Alergia e imunologia,05/26/2015,(031) 5900 4326,"Estação Gomes, 1
Aparecida
86883652 Rocha de da Mata / SP",557.244.168-81,06/17/1989
